transaction_id,company_id,transaction_date,transaction_type,transaction_amount,transaction_currency
835398,4478,2022-04-14,Buy,2043576.9,USD
576892,7443,2023-07-05,Dividend,2259539.8,EUR
180149,7786,2023-11-04,Sell,912087.68,GBP
897335,1351,2024-09-02,Buy,3560168.63,EUR
209959,3015,2024-02-14,Dividend,4999344.81,GBP
999551,8970,2024-09-24,Buy,2202079.44,JPY
618046,8469,2023-10-21,Buy,965776.84,USD
774867,7901,2024-09-23,Buy,711030.43,EUR
517619,8725,2024-08-27,Buy,2017446.73,JPY
767573,5597,2024-01-23,Dividend,514826.41,EUR
259928,5916,2024-06-11,Sell,53144.96,EUR
872933,6937,2023-01-09,Split,2410723.55,EUR
113184,2213,2022-06-25,Dividend,1960038.83,JPY
217265,3291,2024-03-08,Sell,3081835.09,JPY
836039,2692,2024-05-07,Dividend,179900.4,EUR
997905,3572,2022-04-26,Buy,4383665.17,JPY
684491,2074,2022-02-27,Sell,14422.92,GBP
756351,6379,2022-04-07,Buy,1680630.92,USD
377103,9255,2022-11-09,Split,2978056.68,GBP
110295,8483,2023-06-06,Dividend,1260963.43,EUR
255962,5525,2023-12-26,Sell,4888926.38,EUR
666943,2688,2022-11-12,Sell,2781714.04,JPY
117223,4367,2024-01-11,Buy,196906.96,EUR
335014,1213,2021-11-07,Buy,4025049.7,EUR
154991,9441,2021-10-21,Split,1941436.76,JPY
327617,1767,2023-07-22,Sell,3064710.7,EUR
188745,3828,2022-05-14,Dividend,179496.73,EUR
926542,4432,2024-03-21,Dividend,3096499.51,EUR
628647,3972,2024-01-19,Buy,942474.83,GBP
401430,7028,2024-09-12,Dividend,48309.76,GBP
514520,1104,2022-09-30,Buy,1849900.39,USD
485731,2863,2023-06-12,Sell,3219860.64,JPY
319621,2693,2024-08-14,Split,2558679.12,GBP
938776,2672,2022-12-03,Buy,1092737.13,GBP
692185,8226,2023-11-07,Sell,19243.51,GBP
511712,3828,2022-01-27,Split,2146582.76,EUR
221758,4399,2021-10-09,Buy,3557060.64,JPY
180240,8622,2023-09-25,Sell,3646371.58,USD
326831,4478,2021-11-18,Buy,2436217.33,GBP
798964,1302,2023-06-02,Buy,4030173.14,USD
315428,2940,2024-04-24,Sell,791828.64,USD
788196,4465,2023-12-12,Buy,1189350.03,GBP
537031,4717,2022-10-02,Sell,4286491.34,JPY
676392,5158,2023-07-16,Buy,2030936.75,EUR
310318,2045,2023-03-11,Split,397157.76,EUR
314259,9865,2024-04-14,Split,1930065.74,USD
520301,9004,2022-04-08,Split,2340970.42,JPY
338847,9478,2023-12-20,Dividend,1431349.04,USD
828380,3498,2022-09-15,Split,3495727.7,JPY
752248,1926,2022-01-30,Buy,1146563.5,EUR
478114,7901,2022-07-24,Dividend,223703.53,GBP
944578,8513,2021-11-10,Sell,3547313.46,JPY
784210,6280,2022-07-31,Dividend,1224711.53,GBP
713035,8976,2024-01-04,Sell,4014919.66,GBP
207409,6476,2023-03-23,Dividend,3982541.32,USD
464888,6880,2023-03-16,Split,268491.34,EUR
610666,4227,2024-09-24,Dividend,2479903.97,USD
893392,1016,2022-04-03,Buy,3321555.42,JPY
226093,2940,2024-02-11,Sell,2616360.22,EUR
879678,3144,2023-05-14,Buy,3747254.09,EUR
584153,7415,2024-03-20,Split,2370780.04,EUR
814640,5817,2022-07-11,Split,930705.78,GBP
357249,1504,2023-03-07,Sell,1322590.35,EUR
668932,3821,2022-11-17,Buy,4789610.16,JPY
610082,3692,2024-07-07,Sell,2577251.03,USD
687347,1496,2021-12-25,Split,663975.28,GBP
315765,4735,2024-07-02,Buy,1953830.73,EUR
303688,1148,2023-02-17,Buy,2474280.19,JPY
687589,3030,2023-05-18,Split,3757741.65,GBP
942979,9981,2022-09-01,Split,3336709.62,USD
765875,6280,2023-03-08,Sell,2768349.73,USD
899889,5459,2024-04-19,Sell,2547291.51,EUR
979979,8953,2024-06-15,Dividend,3542045.67,JPY
346012,4261,2021-10-28,Sell,885897.02,GBP
124759,9132,2024-06-13,Sell,591031.48,JPY
815717,8513,2024-02-15,Dividend,2533876.67,EUR
701769,4177,2022-03-26,Buy,3495640.12,GBP
654199,8992,2024-07-20,Split,708206.36,JPY
392831,9817,2024-02-29,Dividend,2929490.24,GBP
561137,7028,2024-09-21,Split,49415.15,GBP
334281,5889,2022-12-04,Split,1258018.24,EUR
637744,2251,2023-04-13,Buy,1581369.72,JPY
744022,8138,2024-04-11,Sell,2656685.75,GBP
868796,2251,2023-05-15,Dividend,1966856.63,USD
635544,4597,2023-01-03,Split,3420768.93,EUR
720652,3572,2023-10-08,Sell,1806962.57,USD
534171,1060,2023-11-28,Sell,4107585.36,USD
280851,4107,2022-12-15,Sell,1202064.69,USD
369724,9619,2022-12-02,Dividend,585069.0,EUR
258536,9023,2021-12-10,Sell,2854005.96,JPY
204636,5288,2023-07-16,Sell,1107863.39,USD
113823,3828,2022-09-07,Buy,754500.1,EUR
491614,3851,2022-08-26,Sell,263056.19,USD
693081,1711,2024-07-23,Sell,407220.73,GBP
741075,1479,2022-03-30,Split,1443870.27,USD
268625,8516,2023-10-03,Buy,4389040.62,JPY
335157,5019,2024-07-17,Sell,1614693.76,EUR
120795,3050,2024-07-15,Split,893563.79,EUR
372964,7209,2021-10-30,Split,903192.96,USD
387495,4900,2023-02-11,Buy,687577.41,GBP
274574,4900,2023-12-20,Buy,2329616.95,JPY
582878,5336,2023-08-05,Buy,4813492.96,USD
144017,1194,2023-11-20,Sell,3828618.85,GBP
340741,3411,2024-08-20,Buy,985808.64,GBP
900406,8462,2023-02-01,Buy,3531210.56,GBP
424648,7095,2022-11-25,Split,190293.44,EUR
538115,8582,2023-07-21,Sell,3240685.51,GBP
665399,2774,2024-05-09,Sell,1240327.53,USD
733773,9865,2023-01-12,Sell,4581180.34,EUR
134094,3461,2023-11-15,Buy,1383867.14,USD
555290,4465,2023-12-06,Dividend,930222.92,USD
940744,9787,2024-03-02,Buy,4825611.06,JPY
664318,5386,2024-03-02,Buy,1098581.27,JPY
636314,3319,2022-02-10,Buy,4272525.73,JPY
283118,9818,2022-03-08,Split,4178515.63,GBP
109536,3559,2024-07-31,Sell,3852942.24,JPY
695002,7771,2022-11-23,Dividend,1490719.88,GBP
471403,5966,2022-06-29,Sell,1131479.36,JPY
532446,9255,2024-07-04,Sell,2913021.7,EUR
722659,3934,2023-08-16,Split,348151.15,EUR
487660,1644,2022-11-13,Dividend,798077.5,JPY
523197,3891,2023-02-17,Sell,196681.23,GBP
144109,7204,2023-11-29,Sell,2449647.76,GBP
937919,1767,2023-11-07,Dividend,1032357.15,USD
311314,4369,2023-12-12,Sell,4391262.78,USD
173343,5427,2024-04-16,Buy,3454768.53,EUR
280729,3460,2023-09-15,Split,1938701.78,GBP
238673,1566,2024-07-07,Dividend,1802233.81,GBP
827518,4227,2023-01-11,Dividend,3392248.06,USD
539892,2623,2022-02-23,Split,3615091.92,GBP
521047,4889,2022-06-17,Sell,3906427.4,JPY
249155,6917,2022-08-11,Dividend,637638.47,JPY
199502,3712,2022-07-29,Sell,3377157.82,JPY
627808,6663,2022-12-08,Sell,4101294.53,GBP
577576,3051,2024-09-13,Dividend,1222966.92,JPY
973994,1750,2024-07-29,Split,169139.18,GBP
438206,7166,2023-02-05,Dividend,230113.08,GBP
805861,4606,2022-10-22,Split,2924722.32,EUR
929868,6690,2022-05-29,Split,3273144.01,USD
192462,9941,2021-09-25,Dividend,1992993.56,EUR
372725,7330,2024-08-05,Split,563682.37,USD
761766,8989,2022-03-07,Sell,1223363.0,EUR
306416,9535,2023-06-29,Dividend,3769234.03,JPY
637358,8992,2023-05-20,Split,696400.02,JPY
673322,7454,2023-07-13,Sell,1409423.43,GBP
664759,6821,2023-04-03,Sell,2625209.64,GBP
911091,5798,2021-11-11,Dividend,4623456.56,EUR
362322,8011,2022-02-01,Buy,522344.88,USD
310433,4165,2024-09-08,Split,2776468.15,USD
598731,2821,2021-12-09,Sell,1340912.11,EUR
509751,9007,2022-01-05,Split,1987884.77,EUR
369611,4947,2022-01-17,Split,526163.04,USD
404934,4574,2024-06-04,Buy,1600139.89,EUR
971883,5889,2022-06-01,Dividend,2689736.84,GBP
680514,2408,2022-04-11,Sell,1169332.52,USD
981795,8442,2023-06-27,Split,4415455.09,JPY
422627,1176,2023-12-01,Buy,3972026.77,JPY
902560,4703,2023-05-04,Split,848432.49,USD
352317,9399,2023-03-11,Dividend,1517528.0,GBP
269690,9943,2022-10-01,Dividend,1203638.6,EUR
722566,9223,2022-04-16,Buy,2509419.46,JPY
588798,7014,2023-12-25,Split,1190008.85,EUR
615067,3022,2024-07-08,Dividend,3736630.16,USD
596210,4597,2022-11-04,Split,2287729.17,GBP
253203,7165,2024-07-27,Dividend,1466428.09,GBP
873746,4606,2022-03-03,Dividend,2850525.2,GBP
526348,4735,2024-06-22,Dividend,3693265.15,JPY
881842,6917,2022-07-20,Split,17473.48,USD
497641,6821,2024-08-22,Dividend,4376061.9,JPY
918800,5770,2023-01-13,Dividend,1675897.04,GBP
819508,4939,2023-03-05,Sell,1023829.22,GBP
366574,4798,2022-08-14,Sell,3685216.33,GBP
396097,1711,2022-02-26,Buy,14545.71,JPY
734258,7443,2024-05-15,Dividend,2924441.71,USD
531208,5158,2023-01-07,Split,1521603.07,JPY
501638,4597,2024-08-07,Dividend,3329166.56,EUR
184307,2210,2022-10-18,Buy,620753.07,JPY
291440,6318,2022-09-19,Sell,440727.98,JPY
505073,6688,2022-08-11,Sell,4867956.98,EUR
130232,3972,2023-03-06,Dividend,2864936.44,USD
852936,4399,2022-06-17,Split,574976.9,EUR
445236,5685,2022-09-18,Buy,2790655.24,GBP
594302,3453,2023-07-28,Buy,3164077.48,GBP
372464,6284,2024-06-03,Dividend,992876.06,GBP
868519,6965,2022-11-02,Buy,1359691.66,GBP
729011,2672,2022-04-02,Dividend,1156630.44,EUR
668382,4780,2022-09-20,Dividend,3211506.85,USD
890631,8483,2024-03-19,Sell,3524457.66,EUR
328657,3776,2022-06-18,Sell,957874.56,JPY
751634,5336,2022-06-14,Buy,4233970.76,JPY
846895,9731,2021-11-12,Split,2975937.52,JPY
718974,9295,2024-09-01,Dividend,2582822.93,GBP
867787,6280,2022-07-08,Sell,4074171.3,EUR
905159,7635,2022-04-16,Dividend,3687301.78,USD
522369,2476,2021-10-11,Split,4348753.74,USD
204338,5322,2023-04-09,Buy,4123150.44,USD
924626,2288,2024-09-23,Buy,2635801.74,USD
219792,5328,2023-03-17,Buy,3666322.35,EUR
230326,3450,2022-08-29,Buy,4387638.88,EUR
220974,5713,2024-05-11,Buy,2936546.67,EUR
576627,9441,2021-12-21,Sell,308622.39,USD
957305,8516,2022-05-11,Dividend,817923.74,GBP
299254,9478,2021-11-30,Dividend,2180480.27,JPY
969295,5685,2022-07-20,Buy,2302274.9,USD
332012,5604,2023-07-27,Split,3111550.73,USD
951958,6452,2023-03-24,Sell,4115076.81,EUR
509944,1566,2023-07-21,Dividend,4264886.13,GBP
407391,9132,2023-12-20,Sell,2087931.41,USD
141148,1308,2024-05-20,Dividend,4058346.97,JPY
436809,9235,2023-09-08,Sell,3248280.21,EUR
568066,5478,2023-11-01,Sell,1901877.45,USD
551746,7014,2022-05-07,Sell,2245510.21,JPY
691187,2176,2023-08-26,Buy,430130.44,EUR
151764,8026,2022-10-31,Sell,1074269.46,USD
904158,2623,2024-03-06,Split,2897622.42,GBP
160071,9596,2022-07-21,Dividend,913863.34,USD
792445,5957,2023-08-21,Dividend,969287.58,EUR
837076,9731,2022-07-09,Dividend,1823962.14,JPY
916421,2556,2024-04-09,Sell,2078411.02,EUR
717486,8226,2024-03-30,Buy,1452701.28,EUR
987935,6917,2023-11-11,Dividend,1185010.26,EUR
447084,9818,2024-04-30,Dividend,4512599.79,GBP
410005,1947,2024-02-25,Dividend,134380.15,EUR
193924,3116,2023-06-02,Buy,4508228.92,EUR
861304,6347,2022-09-18,Dividend,4068135.87,GBP
424628,1286,2021-10-15,Buy,3646928.04,JPY
297845,4261,2022-05-14,Split,81151.31,USD
124647,7239,2022-01-29,Sell,647498.31,GBP
471368,8702,2023-02-21,Dividend,1546639.61,USD
983960,5382,2024-06-28,Buy,4728207.35,USD
523954,5126,2024-09-09,Dividend,1554780.42,EUR
320272,6541,2023-04-23,Sell,4182940.68,JPY
935439,1376,2021-10-04,Split,988427.56,GBP
427920,7014,2023-12-26,Buy,4413920.3,JPY
997766,1869,2022-02-08,Sell,1622746.75,GBP
345359,6476,2024-01-01,Buy,1532127.72,USD
766398,9399,2023-01-25,Dividend,1552739.91,GBP
833826,3264,2022-02-17,Dividend,4064120.9,GBP
333480,4177,2023-07-13,Buy,3694974.49,USD
623455,9007,2022-04-01,Sell,1503505.34,USD
795496,9128,2022-05-02,Dividend,1998586.41,JPY
488396,5597,2023-09-27,Dividend,4951445.22,JPY
652035,2049,2022-10-07,Dividend,4353193.36,JPY
323435,2901,2024-05-04,Split,1934630.74,GBP
881066,3891,2021-09-28,Buy,2386031.23,JPY
436298,3714,2023-11-25,Sell,4699061.91,EUR
377829,3292,2023-08-02,Buy,531078.98,GBP
860471,5965,2021-10-14,Buy,108823.93,GBP
583171,7501,2024-07-04,Dividend,3469466.88,GBP
718776,4227,2024-01-10,Buy,2590422.03,EUR
120917,3498,2023-05-13,Split,4215674.13,GBP
485412,6452,2023-12-30,Dividend,3869470.13,EUR
915595,2105,2022-09-30,Split,3506545.51,GBP
691076,7501,2022-04-03,Dividend,4934051.89,EUR
299185,5071,2022-11-01,Buy,2633940.43,JPY
137375,2863,2024-03-28,Sell,4205581.17,EUR
351711,6563,2022-12-15,Split,987940.14,EUR
225638,7095,2023-05-07,Buy,2536972.56,GBP
965965,2230,2023-04-05,Sell,1244663.25,EUR
708316,8469,2024-03-03,Split,4367401.89,EUR
837089,7036,2024-04-19,Split,2729504.79,JPY
192694,3703,2022-12-13,Dividend,433184.33,GBP
456976,3411,2023-09-01,Split,423426.32,GBP
787513,2611,2022-06-26,Sell,2850861.66,EUR
797472,2972,2022-03-31,Split,3045827.73,JPY
727555,9538,2024-07-06,Dividend,3465631.41,EUR
116086,5079,2024-09-04,Buy,1939807.15,GBP
495368,5853,2022-05-24,Split,1739380.02,GBP
324023,9619,2022-06-06,Dividend,3896518.21,JPY
732440,7670,2021-10-28,Dividend,297810.73,GBP
234258,4735,2023-02-06,Sell,2164359.49,JPY
915288,8343,2024-08-12,Dividend,2346302.91,GBP
571761,8702,2024-05-19,Sell,3858923.55,USD
975904,2194,2024-03-18,Buy,2105393.58,JPY
180630,9223,2022-09-25,Dividend,3026453.05,USD
180915,9060,2021-12-08,Sell,3876392.06,USD
913110,2745,2023-12-04,Buy,4550254.87,GBP
812801,8925,2021-11-29,Dividend,1806851.29,GBP
910793,2688,2023-10-30,Buy,1702116.64,JPY
576761,8460,2023-10-07,Buy,2107871.66,EUR
936526,5249,2023-07-12,Split,2523664.6,JPY
926785,4889,2024-09-14,Split,4697213.17,GBP
330490,7120,2021-12-31,Split,3665260.69,GBP
299741,2450,2022-03-31,Buy,2985878.32,GBP
399375,5785,2023-09-24,Dividend,1822314.33,EUR
742034,1833,2022-03-04,Sell,372466.44,GBP
972577,4241,2022-08-18,Buy,721550.78,USD
978855,1847,2024-01-14,Buy,1108909.8,GBP
273899,5953,2023-10-22,Split,341623.4,USD
261203,7818,2021-09-25,Split,2197198.53,JPY
162836,8987,2022-06-14,Buy,1235993.67,JPY
979025,1082,2022-06-14,Sell,4147482.62,GBP
662373,5965,2022-04-13,Sell,3498482.79,GBP
789105,4241,2022-07-06,Split,4996833.36,GBP
457264,3832,2021-10-06,Split,2242289.53,GBP
494920,9010,2021-11-05,Split,3233078.19,JPY
690740,6539,2022-02-28,Sell,843857.67,GBP
836056,2991,2022-05-06,Sell,32773.56,EUR
985987,1351,2023-03-09,Sell,1284076.63,GBP
470613,4084,2024-07-18,Buy,416466.41,USD
946858,9787,2022-01-01,Dividend,1437540.92,USD
110591,1833,2023-11-06,Split,3039863.87,USD
340320,8483,2023-06-30,Split,94725.58,USD
982426,9478,2022-07-19,Sell,116926.49,GBP
255879,4939,2024-07-10,Sell,84245.1,USD
885566,3450,2024-09-19,Buy,3615830.09,USD
819470,5330,2021-12-17,Buy,4477361.29,GBP
469263,4107,2022-10-25,Split,3507340.13,GBP
869757,7036,2024-01-03,Dividend,890042.9,GBP
458638,1227,2023-03-09,Dividend,3271576.24,JPY
138705,7942,2024-06-30,Sell,3144559.21,USD
719648,8218,2023-10-31,Split,574995.89,JPY
105936,5157,2022-01-28,Split,4374275.45,GBP
200156,2982,2021-10-14,Buy,4449043.1,USD
890492,1179,2023-01-15,Buy,2636289.82,GBP
343481,5882,2024-04-14,Buy,268899.69,GBP
158907,3030,2023-03-16,Sell,53146.27,GBP
171368,1651,2022-05-12,Buy,3430771.95,GBP
257350,5632,2024-07-13,Buy,4492414.55,EUR
372375,9322,2021-11-25,Dividend,999484.39,USD
192767,7263,2023-08-18,Dividend,1795032.3,EUR
680770,8218,2023-08-17,Split,3614860.8,GBP
729997,8773,2023-12-11,Split,2885206.42,JPY
852007,4059,2023-10-28,Sell,2901480.21,USD
466410,6083,2024-05-24,Sell,1123724.25,GBP
525531,9442,2024-08-06,Split,3473464.39,EUR
657172,4165,2024-07-07,Split,2021258.59,USD
856774,1250,2023-06-29,Sell,3561885.54,USD
535844,1376,2024-04-05,Dividend,2388036.44,JPY
606493,5192,2024-09-07,Split,4831450.08,JPY
889256,5180,2023-12-25,Buy,1520765.72,GBP
975521,5192,2023-09-12,Sell,2599858.97,JPY
476794,5071,2021-12-12,Split,2642297.29,GBP
258318,9353,2022-11-20,Sell,2635660.99,EUR
932286,1308,2024-07-02,Split,3519948.17,EUR
174734,4798,2022-01-25,Split,3134716.39,JPY
997804,2940,2023-06-10,Buy,2132834.67,EUR
397076,3326,2022-01-20,Split,2789711.01,EUR
695398,9804,2023-10-11,Sell,3350523.5,USD
561210,3891,2022-02-16,Sell,1268744.92,JPY
880913,5180,2022-06-02,Dividend,4299380.08,EUR
526622,9538,2023-05-22,Sell,4564958.78,EUR
545137,8989,2022-04-20,Sell,4485821.91,GBP
974044,6726,2024-04-13,Dividend,485379.72,GBP
626928,3368,2023-08-19,Split,3099774.33,USD
704927,3292,2023-07-08,Sell,4557566.45,USD
302575,6280,2023-12-28,Sell,2886142.5,EUR
782481,5068,2022-06-25,Split,4821558.48,USD
254855,7771,2023-04-23,Sell,702382.99,GBP
663269,2901,2022-05-30,Split,3908742.9,GBP
421208,9207,2024-02-20,Split,42359.21,JPY
888871,2045,2022-03-17,Dividend,2900619.83,JPY
695191,6324,2024-02-09,Buy,3901754.82,JPY
776310,3821,2022-11-12,Buy,3489681.04,GBP
588782,7395,2023-12-08,Buy,4722263.87,USD
248597,5097,2023-08-16,Dividend,1621224.06,GBP
574654,1179,2023-01-31,Split,2629186.27,GBP
366279,5990,2023-05-30,Buy,4117277.34,EUR
605067,4939,2023-10-09,Dividend,3585691.99,GBP
655737,7662,2023-02-04,Split,1993276.41,EUR
509034,6917,2022-06-27,Buy,2616085.18,JPY
322182,9295,2022-09-20,Dividend,1703771.64,GBP
244244,8582,2023-12-03,Sell,2686245.89,USD
574213,2868,2024-05-14,Sell,3044612.26,GBP
280319,8350,2024-06-29,Dividend,1066386.15,JPY
828657,2011,2021-11-18,Split,1249135.31,GBP
103702,8976,2024-04-21,Split,2837900.5,USD
837891,9309,2024-02-05,Split,469139.25,USD
332880,2984,2021-11-08,Split,4998236.47,EUR
779165,7810,2022-03-04,Split,774785.8,USD
324168,4717,2023-08-20,Buy,501324.38,USD
621667,5770,2023-06-20,Sell,3866796.9,JPY
661932,7454,2022-08-28,Dividend,2843849.16,EUR
373951,8968,2024-05-06,Split,676258.7,EUR
771630,8513,2022-12-12,Sell,2532658.6,GBP
175248,9941,2023-05-04,Split,3614171.4,EUR
484725,3308,2022-05-14,Split,4380167.82,EUR
313159,1902,2022-03-21,Sell,4786778.64,EUR
305570,5004,2023-04-29,Dividend,1093017.86,JPY
580816,1977,2022-08-14,Sell,4807668.83,GBP
635743,8442,2023-09-03,Buy,2522346.39,EUR
502394,4574,2023-06-24,Dividend,272674.72,USD
603153,7439,2024-05-26,Sell,3258749.96,EUR
445020,1651,2022-04-29,Buy,3653844.96,JPY
935655,6541,2022-01-13,Dividend,2376487.75,JPY
305841,7942,2024-06-03,Dividend,2206546.09,EUR
654180,3015,2022-05-28,Sell,4511540.04,USD
446690,2011,2022-03-09,Sell,1023389.35,EUR
702297,6083,2023-08-28,Split,1107646.05,GBP
598527,6476,2023-03-05,Dividend,1921125.73,EUR
778970,5632,2023-08-31,Dividend,1976082.93,JPY
366977,6371,2022-12-26,Dividend,4703153.46,EUR
915025,5749,2022-06-01,Sell,4458762.69,EUR
224189,4227,2022-02-01,Dividend,4807007.49,USD
601446,9719,2023-01-29,Buy,4988810.01,GBP
603607,5484,2021-10-16,Split,1378383.31,EUR
669939,9713,2023-11-06,Dividend,343192.13,USD
987695,4127,2024-06-17,Split,4501179.07,EUR
739577,9327,2022-03-22,Dividend,3849993.93,JPY
882151,1954,2021-10-20,Buy,3556923.3,JPY
796403,2139,2023-01-07,Split,994480.69,JPY
211963,2902,2023-07-07,Split,1163702.5,USD
769014,9596,2022-02-24,Dividend,415891.8,JPY
296930,7165,2024-07-06,Split,1074941.95,JPY
239641,4399,2024-09-03,Buy,2942397.27,JPY
989972,4363,2021-12-05,Split,1611279.89,EUR
191222,8051,2024-08-07,Dividend,503381.6,GBP
427983,7165,2022-10-23,Sell,790494.28,EUR
206062,5785,2023-01-22,Dividend,785327.95,EUR
566654,6332,2024-01-06,Buy,1186284.39,JPY
608124,5385,2022-11-30,Sell,3190865.3,EUR
801695,8925,2024-03-06,Buy,59204.17,USD
271505,7501,2024-06-06,Split,3219291.09,EUR
175238,9223,2024-09-14,Dividend,2744581.89,EUR
879658,5525,2022-10-19,Dividend,2335222.3,JPY
963672,7239,2023-07-23,Split,1944681.03,JPY
173194,2408,2022-09-23,Sell,1182180.0,EUR
565877,2640,2021-11-11,Sell,2921058.63,JPY
184448,8030,2024-09-06,Dividend,4847925.58,JPY
916119,3887,2023-05-20,Buy,1901329.83,USD
564137,3934,2024-08-03,Sell,3144115.44,JPY
312755,8351,2023-10-31,Sell,3511289.54,JPY
542249,2711,2022-08-01,Split,4811484.6,JPY
460999,2937,2022-02-09,Buy,1957574.9,JPY
632349,5632,2022-06-26,Split,4423995.31,JPY
637410,2013,2022-04-03,Split,4006983.75,USD
458815,5575,2023-01-08,Dividend,2086208.03,GBP
341222,5511,2022-03-16,Dividend,335363.81,USD
407590,3791,2023-04-16,Split,4219906.29,JPY
709547,1060,2024-06-26,Dividend,2535969.08,JPY
745393,9132,2023-03-21,Dividend,4357258.24,GBP
165697,9787,2023-05-09,Dividend,4171672.71,USD
687866,5798,2023-03-02,Dividend,2126868.82,GBP
541773,7008,2023-01-07,Split,1731478.61,JPY
856045,9309,2023-12-09,Sell,2360114.65,USD
215703,7231,2022-03-16,Buy,2297043.95,USD
239576,7008,2023-08-19,Split,2663951.47,EUR
789436,8622,2021-12-27,Split,2074848.02,EUR
540550,8037,2024-03-13,Split,1547409.13,JPY
685323,9023,2024-02-20,Buy,4815878.88,JPY
871557,7359,2024-01-28,Buy,1835456.45,USD
966692,2929,2023-06-26,Sell,1155912.56,USD
919554,9042,2021-11-06,Sell,288514.43,GBP
708255,4532,2021-11-17,Dividend,887023.84,USD
129052,1449,2023-11-25,Buy,2903570.98,GBP
223551,7567,2023-10-24,Buy,115615.89,EUR
154420,1016,2022-01-26,Buy,1713230.01,EUR
826554,3934,2023-08-11,Dividend,4576607.31,USD
779478,7501,2022-10-06,Dividend,898785.82,USD
708020,9010,2024-08-09,Dividend,1381501.07,GBP
599193,7165,2022-01-30,Buy,717702.69,EUR
132886,9322,2023-11-01,Buy,2207232.94,GBP
512963,5126,2024-08-14,Dividend,3187263.54,USD
372805,5079,2023-01-29,Split,3469068.18,JPY
800538,5632,2022-11-09,Dividend,1352721.1,EUR
414235,8702,2024-02-09,Sell,98682.21,GBP
158767,7662,2022-11-11,Dividend,4736520.43,USD
177732,1213,2022-12-30,Buy,2373135.48,GBP
256065,9223,2023-03-28,Buy,1263401.79,EUR
555289,7470,2024-01-29,Split,2559369.23,EUR
656031,3411,2023-12-02,Split,2947673.54,EUR
826386,5957,2022-12-14,Split,3598106.01,USD
637690,6371,2023-10-16,Dividend,605517.24,JPY
632667,5004,2024-07-04,Buy,4926208.52,JPY
745072,1537,2024-08-31,Sell,3256267.26,GBP
946681,9007,2022-09-09,Split,1381752.44,JPY
114162,9010,2023-09-17,Dividend,3598322.2,GBP
103333,9042,2024-01-30,Split,2871656.3,USD
863778,5798,2022-07-12,Sell,384645.57,JPY
722610,4227,2024-04-18,Sell,2950469.66,JPY
732266,8469,2022-06-17,Split,743615.23,JPY
285572,5798,2022-04-17,Split,4648574.26,GBP
260528,7635,2023-06-26,Split,1209064.37,USD
956685,3972,2024-07-24,Split,205239.28,USD
759502,8721,2022-08-29,Buy,731031.73,GBP
342702,6541,2021-10-19,Dividend,3624648.29,JPY
970171,1750,2021-12-25,Dividend,3529821.46,GBP
191148,8987,2023-01-18,Dividend,560513.22,USD
504131,5990,2022-08-23,Buy,4594167.35,EUR
272789,6563,2022-08-03,Sell,4495125.33,USD
153571,4165,2022-08-31,Sell,2301608.01,JPY
477505,8030,2024-02-09,Split,3340716.06,EUR
995671,3051,2023-05-10,Sell,3157845.09,USD
572227,3022,2022-11-11,Sell,1268273.54,USD
247870,9713,2021-12-10,Sell,4428270.86,JPY
845729,5685,2023-01-27,Buy,4999792.2,EUR
572630,2556,2021-12-06,Split,2143110.54,USD
285514,7415,2023-05-10,Dividend,1507961.83,JPY
688555,7209,2023-11-07,Dividend,2803650.47,JPY
169908,5097,2023-04-27,Buy,2462890.43,USD
853746,1461,2022-05-15,Split,1222286.98,JPY
588349,3461,2022-11-21,Split,2761978.04,USD
720454,2693,2022-05-13,Split,691055.66,EUR
523714,7443,2021-10-14,Split,3009399.18,USD
928487,2085,2023-03-21,Split,2692973.28,JPY
859355,6563,2022-06-18,Dividend,3879728.85,USD
938409,2193,2024-08-18,Sell,1718966.67,EUR
134245,5705,2024-09-22,Sell,268082.45,USD
611123,5328,2023-09-16,Sell,3755863.31,GBP
142460,4968,2021-10-08,Sell,988910.44,JPY
831689,4091,2024-04-08,Sell,4208632.78,JPY
337266,2408,2022-08-02,Buy,1877529.76,EUR
630674,8267,2022-06-24,Sell,4744660.48,USD
948855,3791,2021-10-15,Buy,2804501.64,USD
249807,7838,2023-12-14,Dividend,4636562.54,GBP
551957,5071,2022-08-09,Split,3897550.74,GBP
960586,4947,2023-06-18,Dividend,46589.15,EUR
887032,6149,2022-04-27,Buy,1582722.46,EUR
177244,4363,2021-12-22,Buy,4028629.37,EUR
249100,8740,2024-09-20,Dividend,1540535.7,EUR
275988,5592,2021-11-12,Sell,2334641.35,EUR
391503,4699,2024-07-22,Sell,3398299.59,EUR
555931,8425,2022-03-02,Dividend,418897.92,EUR
245916,7264,2024-06-22,Dividend,309683.2,USD
606927,8582,2022-03-15,Split,2820858.51,GBP
216742,9223,2022-09-25,Split,4151492.5,GBP
347049,7786,2024-08-20,Split,2514571.33,USD
784894,2476,2023-09-15,Dividend,78267.48,JPY
237205,3712,2022-10-15,Split,264799.28,JPY
940169,4369,2022-07-22,Sell,3837966.72,JPY
702419,8267,2024-08-02,Dividend,4128301.07,EUR
283917,2611,2022-10-31,Buy,4334233.11,USD
813666,2085,2021-11-23,Dividend,4732256.78,GBP
926388,2868,2022-04-30,Buy,3333498.58,JPY
468558,4798,2021-11-03,Dividend,2747372.39,JPY
