volume_id,company_id,date,buy_volume,sell_volume,net_volume
729331,4532,2023-06-14,62341,96308,-33967
145425,6083,2024-06-08,11802,64230,-52428
882659,1948,2024-06-20,21360,17469,3891
210221,3887,2022-01-25,75597,24681,50916
301393,7256,2022-07-03,43841,96837,-52996
337083,6290,2024-04-15,56627,98497,-41870
674036,6229,2022-06-18,69245,26536,42709
120858,8516,2023-12-11,79235,14667,64568
227998,7401,2023-10-30,74158,77178,-3020
564492,1448,2023-04-23,72139,93866,-21727
284530,9353,2022-05-09,59414,68615,-9201
161804,8037,2023-02-25,7773,40712,-32939
426996,5808,2022-03-31,65278,39660,25618
200129,1179,2022-03-21,7852,3742,4110
676242,2139,2023-07-27,76118,36232,39886
744579,8622,2023-08-09,8924,39017,-30093
531547,8030,2022-09-07,16325,58178,-41853
470573,4999,2022-12-05,81865,17887,63978
277144,9951,2023-02-17,39862,82957,-43095
540573,8462,2022-11-23,56855,50364,6491
380086,1768,2023-09-23,93828,18993,74835
508210,5604,2022-12-02,44049,52823,-8774
969327,9225,2024-09-13,10723,26022,-15299
181921,8351,2023-05-28,32695,68360,-35665
926118,7152,2023-03-02,16491,1845,14646
376386,5597,2022-05-10,35092,3843,31249
819865,1947,2023-10-18,74122,41025,33097
984264,4165,2022-10-03,89995,36823,53172
580645,7470,2024-02-08,43699,37388,6311
713466,4100,2023-05-16,88420,85397,3023
478631,4939,2024-04-10,81042,70080,10962
960395,4059,2023-04-24,14336,28837,-14501
848301,9197,2024-04-11,8717,44902,-36185
315610,1302,2021-12-30,40148,75615,-35467
595462,9981,2023-08-21,45910,76258,-30348
194407,8725,2022-07-22,15951,72195,-56244
780481,6115,2022-10-06,20134,13215,6919
557404,4689,2023-10-13,3090,51778,-48688
589748,6937,2021-10-01,45568,90551,-44983
222753,9943,2022-08-09,4654,33097,-28443
722970,4597,2023-12-24,26333,81396,-55063
221124,4478,2021-12-06,8202,65265,-57063
547152,1082,2023-10-04,21668,3619,18049
741258,5957,2021-10-01,46482,30667,15815
236715,2217,2022-11-16,78108,50271,27837
450254,9865,2021-11-23,15539,56978,-41439
897463,2089,2023-04-14,30138,94171,-64033
219669,5019,2023-05-30,97025,43838,53187
250368,7680,2023-06-12,50438,66093,-15655
483026,3264,2023-03-28,18777,38596,-19819
107168,5180,2023-05-11,42998,42528,470
753733,5336,2022-03-18,27902,4665,23237
423237,2288,2023-03-14,31841,18754,13087
247579,5268,2023-12-05,95633,99018,-3385
514769,5626,2023-06-12,28178,1435,26743
590549,9197,2023-01-30,64765,69500,-4735
528049,6880,2023-05-29,53612,70212,-16600
597661,9132,2023-05-11,84447,85659,-1212
610086,4461,2022-01-14,19475,28900,-9425
665829,5626,2024-08-28,88508,93930,-5422
465795,4896,2022-01-11,6377,28988,-22611
463916,2857,2022-12-23,84702,20194,64508
413649,7401,2022-06-22,64503,41595,22908
899281,4798,2023-06-19,54130,97823,-43693
734000,8442,2023-02-12,66891,3498,63393
444649,5916,2023-06-27,64607,79093,-14486
873502,5974,2023-09-17,10220,52988,-42768
462725,9399,2023-11-03,76476,25636,50840
431363,9128,2024-09-08,85857,48556,37301
564585,7022,2022-07-13,21638,71163,-49525
137240,1461,2023-06-25,66522,59706,6816
605709,6726,2023-07-04,66739,20306,46433
447189,4780,2022-08-02,32012,54758,-22746
674883,5330,2021-11-15,22095,58013,-35918
433199,6290,2023-05-04,78984,27914,51070
847893,1308,2022-08-29,44411,47778,-3367
974375,1902,2023-06-22,67588,56150,11438
975995,5966,2023-05-26,98969,22484,76485
141189,2868,2023-04-20,72311,56655,15656
559924,1376,2022-06-19,87867,88188,-321
345307,9060,2024-06-14,76837,10305,66532
930816,5126,2022-09-07,59534,98697,-39163
786266,1063,2022-05-30,97709,58606,39103
752852,1651,2022-06-18,7024,83916,-76892
532995,9901,2024-05-31,14093,10171,3922
214517,1118,2024-02-23,42654,61737,-19083
182174,2579,2022-05-06,73929,18808,55121
493293,5007,2024-07-27,19011,71344,-52333
739786,5685,2023-02-09,79102,27043,52059
495868,6880,2024-07-14,45397,75469,-30072
976524,8051,2023-05-10,34062,35341,-1279
101400,3692,2023-03-25,25491,14869,10622
772272,2672,2023-12-01,85329,7717,77612
970551,4896,2022-08-02,6258,5434,824
877159,3319,2022-09-12,54898,15177,39721
898212,1847,2021-12-31,64784,63488,1296
311175,2450,2023-06-16,27325,46009,-18684
214439,4595,2023-12-26,89159,46834,42325
150788,7898,2023-12-02,94296,75338,18958
410451,2611,2024-06-08,59586,77116,-17530
544642,2194,2024-03-05,63547,99299,-35752
606089,8691,2024-06-14,34297,88461,-54164
306920,4465,2023-09-03,62082,18690,43392
709751,2579,2024-06-02,89287,57385,31902
257037,4091,2023-08-29,12853,49206,-36353
332925,2476,2021-12-16,18527,44548,-26021
390462,4703,2023-07-20,37846,72919,-35073
288759,3572,2023-03-14,67200,36091,31109
467625,5330,2023-09-08,77134,6068,71066
775767,9007,2023-07-11,34618,74239,-39621
468130,1902,2023-12-12,61999,56556,5443
440219,5322,2021-10-29,60353,74162,-13809
255018,7165,2023-08-20,15099,9781,5318
565696,1063,2023-07-27,69318,37304,32014
737744,1566,2022-01-01,46527,53051,-6524
435540,4532,2022-03-14,6210,92119,-85909
439198,3368,2021-10-10,70161,72046,-1885
249991,4780,2024-03-11,80068,14066,66002
477117,1250,2024-04-12,84949,18515,66434
287709,3144,2022-09-13,70816,5405,65411
832893,5322,2022-10-05,55599,51758,3841
136374,1520,2024-06-19,59047,23156,35891
244086,4465,2024-05-29,40601,38848,1753
593970,5749,2023-05-18,85850,29869,55981
874295,3264,2023-08-23,15542,6969,8573
625612,4717,2021-11-20,19970,13284,6686
951466,8051,2024-05-07,59483,48515,10968
140787,1165,2022-09-18,14361,19522,-5161
133734,1148,2024-08-14,78590,62115,16475
433797,7786,2023-09-16,26742,93008,-66266
223009,7072,2022-03-07,53426,47006,6420
918152,4245,2023-05-10,97030,39554,57476
988118,5966,2023-02-01,58931,70320,-11389
904320,4699,2023-04-05,16129,75356,-59227
515626,5386,2021-12-11,58216,85717,-27501
820497,3292,2023-07-22,4497,26706,-22209
791229,8740,2022-04-18,25290,32330,-7040
764879,1386,2023-07-02,49511,76699,-27188
164336,1302,2024-06-14,18093,14101,3992
113198,5478,2023-06-18,29759,83213,-53454
258193,6149,2023-01-22,30466,85858,-55392
336204,7209,2021-12-17,25708,63399,-37691
636857,7454,2022-12-21,83577,4831,78746
355052,1977,2023-07-30,59224,39886,19338
991257,9619,2024-04-13,84184,37005,47179
454022,8166,2022-10-16,5245,12149,-6904
826459,6821,2024-01-15,10813,11089,-276
618334,9943,2023-09-28,70817,32629,38188
268562,9082,2023-05-29,20373,65499,-45126
337643,1644,2024-01-29,8931,55644,-46713
719730,9223,2023-01-15,90806,82338,8468
264796,4127,2024-03-28,89899,71335,18564
584298,7174,2021-11-10,53895,39589,14306
482005,8011,2024-03-19,44630,23417,21213
256311,3051,2021-10-21,58870,8862,50008
981486,7072,2024-09-14,69515,41636,27879
274866,7898,2022-07-12,47672,44407,3265
660883,4663,2024-01-24,2600,80070,-77470
580076,3887,2023-10-08,31858,39520,-7662
255053,4367,2024-02-13,37224,39063,-1839
939789,5382,2022-03-11,98555,82689,15866
949975,5007,2024-03-27,46513,5442,41071
631511,3291,2024-07-03,7599,64549,-56950
860755,4241,2022-12-08,18777,48274,-29497
303996,9042,2022-05-25,59527,72444,-12917
551862,4811,2022-09-27,13888,1355,12533
809919,4272,2023-03-07,35131,64865,-29734
580238,1553,2024-08-28,46053,65932,-19879
487823,1553,2023-07-27,58035,53367,4668
100984,2556,2022-07-15,75452,37774,37678
221648,5713,2023-08-27,79387,98003,-18616
407894,9719,2023-09-10,18661,55186,-36525
680811,7008,2022-02-18,94032,90776,3256
896872,6476,2024-06-12,23285,52867,-29582
330936,4798,2022-12-24,39088,95242,-56154
742150,2972,2024-03-14,37848,22428,15420
895147,4574,2022-08-24,80659,90239,-9580
907459,2711,2021-10-22,68186,59197,8989
600292,8026,2022-04-04,77828,66979,10849
367835,3934,2024-04-06,36050,30139,5911
471783,2355,2024-04-03,75614,79106,-3492
646979,3453,2021-12-15,15416,79812,-64396
838219,6563,2024-05-07,2149,78148,-75999
108034,7670,2023-04-28,40816,5263,35553
196324,2193,2023-07-18,4479,10742,-6263
216540,5525,2023-03-11,14038,53359,-39321
788649,9309,2021-11-09,39037,13826,25211
777630,7152,2022-09-20,44088,45002,-914
533075,4461,2022-06-06,23324,74448,-51124
642194,8905,2024-07-23,29975,53852,-23877
256319,3714,2023-06-05,53633,53462,171
954204,2192,2022-12-06,19032,50919,-31887
571875,8817,2024-07-16,93041,2371,90670
743283,9327,2024-07-10,75415,67462,7953
465984,1880,2023-10-05,75588,66425,9163
706084,1869,2022-11-16,17883,20139,-2256
381766,7263,2023-09-30,72462,25255,47207
513663,8516,2024-08-07,99963,90046,9917
613157,8970,2023-05-13,65431,75047,-9616
308429,7415,2021-11-02,72393,63691,8702
828835,7680,2024-03-06,40881,70152,-29271
952636,7036,2022-07-05,69697,27961,41736
130970,3791,2023-01-06,11776,38763,-26987
794003,2011,2023-08-12,36897,83744,-46847
609651,8460,2022-01-26,22482,75111,-52629
388399,7330,2023-01-26,44996,9587,35409
807157,2049,2024-03-03,78007,47244,30763
794079,4100,2023-09-27,34944,64321,-29377
161564,1520,2022-03-28,27528,42500,-14972
732090,8051,2023-04-02,70236,87257,-17021
456808,6969,2022-10-30,74684,81277,-6593
955188,2733,2022-06-20,36752,76693,-39941
650277,6352,2021-12-12,58765,2744,56021
136614,4999,2024-02-08,37833,83226,-45393
904140,7470,2023-11-17,12412,77341,-64929
864068,4107,2024-03-17,44908,27298,17610
259665,8968,2024-02-24,48323,72981,-24658
918705,6541,2023-11-21,55071,53633,1438
709441,4241,2024-08-21,75016,24349,50667
298321,1948,2021-09-25,31531,49789,-18258
701238,4241,2022-04-23,8705,83719,-75014
448810,4574,2022-12-03,43779,89525,-45746
349153,3460,2023-02-20,81304,67228,14076
573444,8992,2022-02-12,86775,33194,53581
933265,4084,2023-08-03,40279,91040,-50761
774207,7028,2024-03-18,86577,86073,504
925208,4968,2022-01-31,6981,1444,5537
555808,2074,2023-01-05,35752,54379,-18627
163259,6324,2024-05-14,76501,56188,20313
387413,4059,2021-09-25,74751,88326,-13575
262811,2213,2023-04-10,3562,21667,-18105
373266,7204,2023-09-15,6236,20311,-14075
434898,8319,2022-08-21,82333,48822,33511
982964,5004,2024-01-25,62644,92440,-29796
479832,8925,2022-04-08,84488,49892,34596
398448,5685,2024-09-21,66172,65314,858
493762,1216,2022-06-12,63231,71882,-8651
547909,5180,2022-05-21,42463,28440,14023
200320,3267,2023-12-12,40691,76526,-35835
704570,8011,2022-11-20,27306,69619,-42313
494249,7670,2023-12-23,41494,50766,-9272
917301,9060,2023-09-26,98651,15796,82855
211020,5240,2024-08-05,45056,4937,40119
410653,3292,2023-07-28,41358,30820,10538
509774,2408,2022-08-23,61216,35316,25900
538911,8576,2022-05-22,20443,83497,-63054
827345,8622,2023-08-26,57656,7035,50621
630156,9787,2023-02-12,67856,14383,53473
140928,4717,2024-09-01,12436,55597,-43161
155893,7790,2023-11-01,37756,44816,-7060
367707,1341,2023-12-18,52017,95996,-43979
571009,1082,2024-01-23,86340,55681,30659
967592,3791,2022-06-03,68267,44212,24055
969237,4237,2023-06-12,30361,82810,-52449
816262,6688,2022-03-27,8959,14067,-5108
382934,8860,2024-08-27,45252,71155,-25903
911350,6016,2023-03-20,28324,28498,-174
134769,2085,2024-08-11,2489,16666,-14177
738106,6290,2023-08-02,52935,49159,3776
368207,7264,2022-06-04,36568,65758,-29190
930852,1396,2022-04-19,13674,58947,-45273
303797,2991,2023-10-20,58451,97011,-38560
901689,1833,2023-11-01,94515,53055,41460
939246,9535,2021-12-01,62359,23554,38805
678504,9207,2022-06-11,20028,9553,10475
711952,7011,2022-04-17,99323,60468,38855
123230,6541,2022-01-20,82709,43996,38713
389781,2640,2024-05-23,58289,13406,44883
493927,1179,2023-01-21,87372,95611,-8239
794598,3051,2022-01-23,3643,89855,-86212
768130,5986,2023-11-20,46985,97382,-50397
679627,8425,2023-05-12,63521,23388,40133
776298,2984,2023-07-31,78497,89968,-11471
593916,5464,2024-09-04,58755,71658,-12903
736307,2217,2024-03-06,57012,99886,-42874
731859,9841,2023-10-25,76992,2514,74478
885704,7072,2024-08-06,95269,56137,39132
994817,9060,2022-07-10,26687,17845,8842
625813,7917,2024-04-20,34326,71760,-37434
215861,5019,2023-12-25,7801,91129,-83328
738551,1286,2022-06-14,9199,63692,-54493
866298,3291,2023-04-24,8056,32190,-24134
603598,1785,2023-04-20,75610,40688,34922
576714,5592,2023-10-13,86786,43328,43458
328759,7790,2021-12-26,37138,81830,-44692
943609,8442,2023-10-29,28185,28837,-652
285544,8218,2023-02-18,64429,79002,-14573
823101,1435,2024-09-21,71235,6421,64814
784940,3411,2021-12-12,86023,67430,18593
441388,5626,2024-06-29,31947,57603,-25656
271913,6965,2022-10-04,37701,29632,8069
484906,5814,2021-12-31,2349,9387,-7038
117982,7510,2023-07-19,30612,94991,-64379
535202,8513,2023-05-19,80203,86978,-6775
521722,5986,2022-06-09,35577,85711,-50134
946945,2991,2024-04-15,7601,86817,-79216
504912,7225,2023-12-17,54930,7389,47541
331956,4243,2021-12-19,71413,9980,61433
330750,5330,2022-03-12,92353,83521,8832
930600,4574,2023-09-16,59349,93285,-33936
242324,9255,2022-09-23,47112,50482,-3370
327803,6969,2023-12-28,85176,7801,77375
772592,5007,2023-06-16,51240,75989,-24749
811290,8576,2023-03-24,57621,59401,-1780
308787,8773,2021-10-07,85722,43427,42295
299546,4261,2021-12-20,31314,14516,16798
711254,4245,2022-09-05,29089,59469,-30380
903768,9596,2022-02-02,22478,1098,21380
941934,2937,2023-09-23,33137,1520,31617
726034,5268,2023-07-31,71153,7953,63200
217552,7415,2023-01-02,21863,94054,-72191
469253,1768,2024-08-10,4316,53842,-49526
410147,8442,2023-11-14,56904,76100,-19196
173384,9007,2024-01-07,88174,38734,49440
452387,8166,2024-08-24,78670,71011,7659
747518,1448,2022-01-31,31722,71401,-39679
379483,5685,2022-02-26,20482,42370,-21888
313295,3326,2022-10-27,66168,71450,-5282
151109,2176,2024-06-09,44205,30579,13626
424822,2984,2022-01-13,54046,41569,12477
807421,3453,2023-03-06,60576,17511,43065
184517,4227,2023-03-28,18315,57926,-39611
904590,4798,2023-05-09,70944,72350,-1406
743184,7225,2024-05-07,5513,51197,-45684
644914,4798,2023-06-04,72772,94686,-21914
927679,2693,2022-09-18,90381,29425,60956
796956,8425,2023-07-05,12648,58631,-45983
526286,8218,2023-07-03,31365,2946,28419
871261,1566,2022-10-14,24392,78179,-53787
367052,1448,2022-02-06,79866,16294,63572
828850,4663,2022-07-28,1814,53867,-52053
986442,6290,2022-05-10,81335,95427,-14092
386723,5249,2022-12-29,13703,11984,1719
802479,5974,2023-07-05,42696,25730,16966
880450,7501,2021-11-09,36200,68379,-32179
625216,7680,2023-08-11,3354,15815,-12461
170334,4735,2022-03-23,93903,90703,3200
629718,8725,2023-04-24,92912,55742,37170
908428,9012,2024-09-16,27411,37182,-9771
968973,9435,2022-12-28,52198,84448,-32250
829208,4245,2023-10-14,78246,76200,2046
371269,5004,2022-06-30,84157,22863,61294
599112,8691,2022-07-16,19555,79627,-60072
730335,6759,2022-04-16,48547,92896,-44349
753008,7011,2023-03-03,32063,3584,28479
404110,6563,2024-07-09,92496,30287,62209
672252,7231,2024-04-01,11167,73728,-62561
687737,8343,2024-04-21,32254,3865,28389
586975,9197,2022-03-19,49942,16712,33230
121108,7917,2023-09-24,34238,31040,3198
193512,8026,2024-04-12,79849,37474,42375
110382,5798,2023-12-04,49352,44899,4453
829962,5240,2024-04-13,71977,4610,67367
109700,9941,2024-04-11,69522,73227,-3705
337305,5770,2024-09-12,96885,25590,71295
572437,4726,2022-11-14,97103,79186,17917
453930,4127,2023-10-03,39343,5739,33604
247539,2251,2021-10-07,28547,97968,-69421
722535,3821,2024-04-01,39454,95097,-55643
775658,7818,2023-10-30,22796,3266,19530
803768,4947,2023-11-07,87661,88933,-1272
484336,8460,2023-08-11,9311,70465,-61154
409260,4889,2023-09-26,1638,47746,-46108
153532,4241,2024-09-15,71573,61028,10545
379841,2217,2024-03-09,19272,95190,-75918
584352,5097,2022-12-28,79412,46685,32727
617214,9474,2022-04-09,81823,85205,-3382
111896,4597,2023-08-26,16763,59364,-42601
557475,2450,2023-08-12,27361,95594,-68233
866020,5322,2022-10-17,43790,53923,-10133
748965,1194,2023-07-08,48538,54703,-6165
722162,6937,2022-02-23,99322,75196,24126
370863,9353,2024-03-11,42107,29231,12876
185036,3712,2022-09-18,81981,41111,40870
156252,4127,2021-12-26,36344,82206,-45862
876457,4597,2023-10-11,45437,83831,-38394
536721,5817,2023-01-24,69193,61809,7384
527620,9223,2023-10-16,59625,48643,10982
757034,8483,2022-07-28,23219,7744,15475
567914,4574,2024-02-17,48874,82050,-33176
151252,5986,2022-09-30,30283,34935,-4652
222697,5079,2023-05-03,56783,13631,43152
915160,8989,2023-08-23,4182,52402,-48220
968518,2450,2024-07-17,63923,94550,-30627
410862,5817,2024-01-30,83166,12420,70746
112546,7330,2023-10-16,76993,63199,13794
963208,6229,2023-02-04,32632,66859,-34227
912429,7014,2022-07-18,23681,32679,-8998
864177,6083,2024-01-07,79289,71640,7649
625241,2193,2024-07-30,73396,9076,64320
463802,9981,2024-05-31,64250,2337,61913
762852,2774,2023-09-20,86304,76907,9397
984401,9981,2022-01-11,87452,12517,74935
243397,9981,2023-11-07,57692,68063,-10371
334825,8358,2024-09-04,65501,88831,-23330
213752,1351,2022-12-27,44283,18008,26275
358980,6080,2021-12-02,68642,29848,38794
780796,4726,2022-09-26,12820,30446,-17626
378312,9128,2022-06-06,61497,39890,21607
889739,7771,2024-07-02,66201,52269,13932
935722,5817,2023-05-22,61489,63148,-1659
570386,4798,2022-11-22,15460,3297,12163
573457,2991,2024-02-10,82841,58969,23872
620193,5814,2024-03-19,3422,57040,-53618
381267,5853,2022-05-19,49307,66263,-16956
588805,5288,2023-03-03,31181,37276,-6095
204907,9619,2022-02-09,63610,53287,10323
505659,5427,2022-08-29,8501,81389,-72888
753018,2105,2022-08-10,29348,64432,-35084
904134,6332,2024-02-29,14690,38095,-23405
175945,2940,2023-01-17,88510,68721,19789
381884,9010,2023-10-27,22299,30154,-7855
807555,4091,2024-08-13,3296,8230,-4934
693552,9474,2022-02-10,56882,67839,-10957
647056,5894,2022-10-10,36966,30897,6069
384061,4567,2023-02-25,96114,77241,18873
924729,6083,2022-11-30,78270,77728,542
856501,9538,2023-01-11,75643,77205,-1562
761954,1735,2021-12-10,48668,52575,-3907
145814,9818,2024-01-19,57323,17528,39795
171244,5894,2023-07-09,5786,70814,-65028
885651,7942,2024-04-07,2782,66084,-63302
710061,3460,2024-04-15,58518,61338,-2820
287588,5953,2022-04-29,60492,20832,39660
830967,1732,2024-04-15,98221,6454,91767
391690,6691,2022-12-07,74908,16180,58728
517770,3040,2021-12-29,9261,41270,-32009
780653,4272,2022-12-17,62571,4871,57700
547457,1148,2022-03-09,99026,74419,24607
565094,3821,2022-11-17,69278,91331,-22053
452047,2857,2023-01-05,52252,6811,45441
687492,4363,2022-07-15,68922,90785,-21863
402873,8110,2022-09-11,28578,83338,-54760
728286,7359,2024-01-31,11547,68471,-56924
697061,7838,2022-06-13,1951,91880,-89929
332289,8725,2021-11-13,3991,93697,-89706
668323,2672,2024-04-04,95673,79492,16181
295074,4567,2022-10-08,26024,29162,-3138
167210,5097,2023-09-17,57848,81583,-23735
911363,7415,2021-12-10,29766,8714,21052
162951,9309,2023-12-01,5168,99949,-94781
787649,5808,2022-10-11,77457,65164,12293
192253,2745,2021-12-11,37635,79360,-41725
806552,7072,2022-01-18,63783,86571,-22788
201740,9804,2022-06-16,33810,96986,-63176
676090,7264,2023-01-01,77043,48316,28727
810340,3368,2023-03-26,77365,40173,37192
820874,3887,2022-08-09,21042,39679,-18637
782991,6735,2024-05-05,35502,15370,20132
191602,1194,2023-11-20,17953,52853,-34900
358716,2693,2022-05-14,49848,56258,-6410
728312,9619,2021-10-02,9814,2693,7121
303780,4127,2022-08-04,59806,41596,18210
728344,6691,2023-08-15,27380,83048,-55668
491950,2556,2024-05-05,34219,10125,24094
501006,3498,2022-11-30,54610,1921,52689
811329,2139,2022-09-14,75596,40644,34952
116581,1216,2021-12-04,3984,28217,-24233
118635,5459,2022-06-21,54013,34579,19434
829939,7530,2021-11-17,3929,61448,-57519
852614,4002,2024-03-23,84776,78137,6639
272142,6965,2024-04-28,57201,25816,31385
237707,4606,2022-03-07,11757,47047,-35290
699329,7174,2024-04-25,77775,75083,2692
284753,2623,2024-02-17,20315,4415,15900
392303,6352,2021-11-18,90000,51735,38265
268287,5916,2022-02-09,28441,27588,853
810528,4597,2023-02-23,72859,88011,-15152
911653,8218,2024-04-20,7365,91529,-84164
872962,4900,2023-10-03,31913,54159,-22246
903747,8343,2023-12-30,98963,33432,65531
257769,4532,2023-02-02,43766,22515,21251
766612,6290,2024-03-28,30015,95648,-65633
471381,2869,2022-01-15,47080,52534,-5454
365522,1396,2023-08-15,64949,99051,-34102
279447,1750,2022-12-19,47090,47217,-127
397700,5986,2023-09-29,35833,47361,-11528
279084,8925,2022-04-28,25672,90007,-64335
371992,8469,2023-01-22,79986,50923,29063
185516,5713,2023-10-28,62929,90852,-27923
705226,2579,2023-12-01,26655,88562,-61907
341739,6229,2022-09-24,65321,79584,-14263
842094,6726,2023-11-18,34277,37200,-2923
754373,7008,2022-05-05,49224,6736,42488
395022,7942,2022-07-24,26337,39315,-12978
106314,9116,2023-10-21,68451,79550,-11099
514421,1750,2022-02-24,86735,5090,81645
944597,4107,2022-09-18,54902,6522,48380
924211,8030,2022-04-07,93388,1806,91582
570797,4100,2022-08-13,47976,24963,23013
436815,8797,2023-05-12,7151,69134,-61983
755999,9012,2022-11-25,16565,48563,-31998
459552,4939,2022-07-11,52550,7851,44699
421767,7204,2021-12-19,11942,75608,-63666
651734,5990,2023-01-22,22702,81850,-59148
822136,8797,2021-11-09,97726,6391,91335
987669,9023,2022-06-26,21036,13258,7778
733733,2355,2023-10-12,30761,99951,-69190
484006,9903,2023-06-11,81368,15369,65999
964199,2929,2022-10-26,1341,37951,-36610
262868,5330,2021-12-21,80840,75526,5314
910302,4735,2023-07-01,7606,51052,-43446
636010,8110,2023-08-15,44972,25736,19236
476738,2745,2023-11-17,67082,97683,-30601
854477,4532,2023-07-16,49823,71438,-21615
425369,7530,2023-04-22,95002,78383,16619
214806,9731,2022-12-01,18985,80530,-61545
147529,3144,2024-02-27,51004,85645,-34641
585048,2398,2023-08-21,82352,32641,49711
546559,7401,2023-07-02,16579,79658,-63079
925752,8358,2021-11-09,90694,66350,24344
899587,3703,2023-08-21,46583,94959,-48376
462180,9060,2023-12-30,80270,75971,4299
759468,5071,2023-12-14,34314,19081,15233
637244,4478,2023-04-22,46696,78355,-31659
209433,5385,2023-06-13,14100,86968,-72868
695547,5853,2021-10-28,8986,37432,-28446
634393,5965,2022-08-01,32223,27981,4242
234105,5749,2023-03-02,81058,65641,15417
746369,2940,2022-04-23,34465,22972,11493
152707,5785,2023-02-10,55313,92735,-37422
483337,9694,2023-05-19,78192,54734,23458
947000,8702,2022-07-03,89243,62150,27093
705539,3832,2024-09-03,97883,73408,24475
245058,3972,2024-07-07,69337,3894,65443
996740,1386,2023-12-24,6409,84225,-77816
806496,8513,2022-09-27,19223,26446,-7223
816931,2210,2023-01-13,46437,88209,-41772
707288,2733,2024-04-29,85061,98898,-13837
257253,9248,2021-10-04,7120,18509,-11389
783301,5322,2024-06-14,70697,99859,-29162
573193,4478,2024-03-27,78033,21405,56628
445206,2556,2023-05-29,18574,70156,-51582
504941,1341,2024-05-06,10902,30493,-19591
452585,4002,2022-05-15,24923,95485,-70562
760947,8051,2024-08-22,97890,3416,94474
217435,3291,2021-11-02,94207,56475,37732
132077,5484,2023-03-22,57608,73775,-16167
715533,9223,2024-01-19,27954,17907,10047
599637,5986,2022-09-24,94424,36377,58047
346404,7174,2022-10-26,55502,39204,16298
398796,9865,2023-05-26,88744,54641,34103
355417,3828,2022-05-26,45413,66212,-20799
594394,1553,2022-02-12,71500,5450,66050
251447,2217,2024-03-28,24125,11925,12200
179849,9841,2022-08-26,71616,15961,55655
838376,7942,2023-07-13,61761,10728,51033
632734,5986,2023-12-20,45959,2899,43060
264256,1947,2022-11-21,40277,52488,-12211
862994,4369,2022-09-23,39844,61927,-22083
526441,5916,2023-04-29,96397,48917,47480
238783,2105,2021-12-14,69788,59084,10704
742412,8030,2023-09-03,16860,14667,2193
921742,9672,2023-04-06,36742,22828,13914
220579,4100,2023-07-30,4531,59389,-54858
446225,9804,2022-12-06,22286,53651,-31365
674501,3828,2024-03-05,23061,25273,-2212
170447,9004,2022-07-10,98339,1568,96771
878394,9235,2024-02-11,29878,92606,-62728
449979,1351,2024-02-26,49332,20462,28870
192097,4059,2024-03-12,19990,52728,-32738
264730,5249,2021-12-18,8232,45780,-37548
189631,1644,2023-05-16,71006,46936,24070
613097,6318,2021-12-02,99917,15844,84073
387369,3051,2023-03-31,92015,98047,-6032
172121,4084,2021-10-25,44253,81891,-37638
944995,6150,2023-03-17,62102,78377,-16275
557358,9941,2024-08-03,98080,38218,59862
455874,4574,2024-08-21,93292,3241,90051
259028,7810,2024-01-11,45939,47902,-1963
614432,4717,2024-05-07,1579,28701,-27122
440293,7567,2022-07-28,32907,7035,25872
142310,8037,2021-10-25,23374,52205,-28831
794422,6688,2024-07-26,17848,6485,11363
259595,5770,2022-01-17,53323,35674,17649
305310,2623,2022-04-04,97708,63428,34280
399994,1807,2024-04-04,58807,86142,-27335
984627,7680,2022-03-27,15543,62882,-47339
619408,7290,2022-09-24,11498,65857,-54359
223655,9719,2022-07-19,41123,85697,-44574
533913,9644,2023-07-04,96447,16618,79829
443531,5685,2022-06-06,50559,93030,-42471
665254,4465,2023-02-16,25571,60069,-34498
136582,7011,2022-11-25,28801,5183,23618
292288,4224,2023-11-13,3239,30336,-27097
554811,6324,2024-04-13,11678,97692,-86014
155253,6150,2024-07-25,75781,87559,-11778
242121,8350,2023-07-27,34777,46792,-12015
208640,6969,2024-04-25,31862,21780,10082
589661,2745,2022-03-20,81856,49066,32790
920357,8970,2023-11-08,63722,47768,15954
753940,5965,2024-03-23,82974,43672,39302
644918,5770,2022-10-21,65638,42183,23455
977349,5328,2021-09-25,33366,38969,-5603
126341,9353,2023-05-04,14057,9494,4563
516544,9951,2023-02-17,63915,68160,-4245
792867,5953,2024-03-22,61827,56544,5283
987075,1082,2024-09-24,48528,63268,-14740
145114,2476,2023-07-28,80499,72669,7830
110407,6290,2023-01-03,60829,59473,1356
984122,4947,2023-11-26,81765,64507,17258
931666,5889,2022-06-22,38449,55395,-16946
463315,1711,2024-01-10,72233,99522,-27289
850474,6726,2024-07-09,58417,63841,-5424
832736,5953,2024-03-11,10631,83794,-73163
585843,4717,2022-05-30,22922,29754,-6832
643293,7454,2023-01-15,2000,26346,-24346
568530,9941,2023-06-30,41657,47061,-5404
165059,4399,2022-03-12,17319,15095,2224
874462,1448,2023-09-25,84723,79566,5157
641192,1173,2021-11-03,17286,8277,9009
156264,6371,2023-05-24,8377,9352,-975
497796,9435,2023-02-28,51894,84763,-32869
125971,6023,2024-07-21,78368,55805,22563
771091,4241,2024-07-29,66167,52056,14111
594482,4896,2023-01-23,21648,28748,-7100
414055,1750,2022-11-03,5200,46879,-41679
232298,1767,2023-01-22,19712,22471,-2759
512283,4002,2021-10-28,13011,27832,-14821
287831,5427,2024-05-22,98726,60855,37871
615390,2733,2024-09-21,96153,27311,68842
